id,price,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,sqft_living15,sqft_lot15,recent_sells,beds_4more,has_basement,loc_north_west,loc_north_east
1326039061,429950,1.75,1430,9750,1.0,0,0,5,7,1430,1962,0,1630,9282,1,0,0,1,0
4055700030,1450000,4.5,3970,24920,2.0,0,2,3,10,3260,1977,1999,2610,13838,1,0,1,1,0
1225069038,2280000,8.0,13540,307752,3.0,0,4,3,12,9410,1999,0,4850,217800,0,1,1,0,1
2296700260,460000,2.5,1730,8490,1.0,0,0,3,7,1210,1969,0,1870,7400,0,0,1,1,0
2822049160,240415,1.75,1120,10187,1.0,0,0,3,7,1120,1968,0,1900,8736,1,0,0,0,0
3395300260,499990,1.75,1730,9334,1.0,0,0,3,8,1220,1977,0,2020,10000,0,0,1,0,1
5144000036,360000,1.0,1050,9206,1.5,0,0,3,7,1050,1954,0,1380,6384,0,0,0,1,0
809002290,1190000,3.0,2240,6000,1.5,0,0,4,8,1270,1914,0,2240,4250,0,1,1,1,0
7334501410,299500,2.25,1600,15312,1.0,0,0,4,7,1080,1979,0,1620,12375,1,1,1,0,1
421049114,128000,1.0,910,11117,1.0,0,0,3,7,910,1955,0,1490,8416,0,0,0,0,0
2623069010,745000,4.0,4720,493534,2.0,0,0,5,9,3960,1975,0,2160,219542,1,1,1,0,1
1133000144,614905,2.5,2410,7225,2.0,0,0,3,8,2410,1991,0,1940,8347,1,0,0,1,0
705710290,361500,2.75,2190,6740,2.0,0,0,3,7,2190,1995,0,1950,7150,1,1,0,0,0
7313200120,605000,3.25,2885,33671,2.0,0,0,4,8,2885,1984,0,1910,16000,1,1,0,0,1
1269200150,358000,1.5,1150,27319,1.0,0,0,4,6,1150,1976,0,1700,30691,1,0,0,0,0
9264930970,345000,2.75,2200,13498,2.0,0,0,3,8,2200,1987,0,2190,11850,1,1,0,0,0
6819100020,1425000,4.25,4960,6000,2.5,0,0,3,11,3680,1909,2003,2160,4080,0,1,1,1,0
5112800421,225500,2.0,1440,7950,1.0,0,0,5,6,1440,1962,0,1530,20037,0,1,0,0,0
7846700850,307000,1.0,1150,6000,1.5,0,0,3,7,1150,1927,0,1210,7700,0,0,0,0,1
7227501450,240000,1.75,1420,5382,1.0,0,0,5,5,1040,1942,0,1150,5382,0,1,1,0,0
5451210150,955000,2.25,2510,9887,2.0,0,0,3,8,2510,1972,0,2510,10006,0,1,0,1,0
4140900140,438000,1.75,1650,12940,1.0,0,0,4,7,1650,1961,0,2830,12600,0,0,0,1,0
3537900180,700000,1.0,1300,12000,1.0,0,0,4,8,1300,1959,0,2420,15000,1,0,0,1,0
7738500475,485000,3.25,2820,6611,1.0,0,0,3,7,1410,1958,0,2320,6611,1,1,1,1,0
3541600450,290000,1.75,2090,12750,1.0,0,0,3,8,1360,1967,0,2040,12300,1,1,1,1,0
5379800040,275000,1.75,2090,11317,1.0,0,0,5,7,1090,1931,0,1940,11317,0,0,1,0,0
6664900330,293000,2.5,1990,7577,2.0,0,0,3,7,1990,1990,0,1900,7152,1,0,0,0,0
6056100312,395000,2.5,1600,1936,2.0,0,0,3,7,1600,2007,0,1600,1936,0,0,0,1,0
7766200013,775000,2.25,4220,24186,1.0,0,0,3,8,2600,1984,0,2410,30617,0,1,1,0,0
8651720470,506500,2.5,1890,7200,1.0,0,0,4,7,1500,1978,0,2070,7200,0,1,1,1,0
5690500095,735000,3.25,2960,39370,2.0,0,0,3,10,2960,1989,0,2960,56628,0,0,0,1,0
5423010180,825000,2.25,2770,9340,2.0,0,0,4,9,2770,1979,0,3010,9340,0,1,0,0,1
3204300610,450000,1.0,950,4560,1.5,0,0,3,7,950,1925,0,2040,4560,1,0,0,1,0
3425059066,618000,1.75,1880,18295,1.0,0,0,4,7,1880,1955,0,2180,20674,0,1,0,0,1
7856660130,1250000,2.75,3710,13874,1.5,0,3,4,9,2340,1977,0,3370,13874,1,1,1,0,1
2954400520,1237500,3.25,5180,49936,2.0,0,0,4,10,5180,1991,0,4240,35363,1,1,0,0,1
2327000110,950000,3.25,3820,15293,2.0,0,0,3,10,3820,2003,0,2790,7142,0,1,0,0,1
9526600340,729000,2.5,2440,4244,2.0,0,0,3,8,2440,2011,0,2690,4556,1,0,0,0,1
7695500200,505000,2.5,2100,17882,2.0,0,0,4,8,2100,1985,0,2080,16686,1,0,0,0,0
7237501180,1200000,1.75,3990,13470,2.0,0,0,3,11,3990,2006,0,5790,13709,0,1,0,0,1
2008000550,300000,2.0,1580,9600,1.0,0,0,5,7,1050,1965,0,1710,9600,0,1,1,0,0
1123059126,554950,2.5,2950,10254,2.0,0,0,3,9,2950,2006,0,2800,9323,0,0,0,0,0
1775500371,712000,2.5,3140,32336,1.5,0,0,3,10,3140,1995,0,2340,19965,1,1,0,0,1
3459900230,1680000,3.75,7620,29536,2.0,0,3,3,11,5980,2005,0,2840,20809,1,1,1,0,1
2619950310,489500,3.5,2730,5707,2.0,0,0,3,8,2000,2011,0,2430,5899,1,1,1,0,1
1771100330,250000,2.5,1510,10384,1.0,0,0,2,7,1030,1976,0,1490,10000,0,0,1,0,1
1321059097,400000,1.5,2390,32109,1.0,0,0,3,7,2390,1975,2007,1370,32109,0,0,0,0,0
2420069278,287000,2.5,1820,8722,1.5,0,0,3,7,1820,1926,2008,1480,12285,1,0,0,0,0
3832050570,333700,2.5,2230,5050,2.0,0,0,3,7,2230,2006,0,2260,5050,1,0,0,0,0
7132300525,500000,1.75,1530,825,3.0,0,0,3,8,1530,2015,0,1580,1915,1,0,0,1,0
8691410700,735000,3.5,3100,5600,2.0,0,0,3,9,3100,2005,0,3080,5600,1,1,0,0,1
7967000150,353500,3.0,2050,4000,2.0,0,0,3,8,2050,2014,0,2050,4000,0,1,0,0,0
1328300810,347500,2.75,2290,7000,2.0,0,0,3,8,2290,1977,0,2000,7200,1,1,0,0,0
711000110,1266520,2.5,3060,9576,2.0,0,0,3,10,3060,2005,0,3060,9579,0,0,0,1,0
9485951460,385000,2.75,2700,37011,2.0,0,0,3,9,2700,1984,0,2700,37457,0,1,0,0,0
1771000970,330000,1.0,1160,9600,1.0,0,0,4,7,1160,1967,0,1160,9730,0,0,0,0,1
2817100900,256500,1.0,1120,9912,1.0,0,0,4,6,1120,1980,0,1540,9750,0,0,0,0,0
6817800630,385000,1.75,1180,10541,1.0,0,0,4,7,940,1981,0,1230,10879,0,0,1,0,1
3558900450,530000,2.25,2130,8640,1.0,0,0,3,7,1430,1969,0,2120,8826,0,1,1,1,0
7215400770,260000,2.5,2000,37045,2.0,0,0,3,8,2000,1989,0,2390,36868,0,1,0,0,0
4222000320,240000,1.0,1260,7920,1.0,0,0,3,7,1260,1966,0,1300,7920,1,0,0,0,0
2791500270,243500,2.5,1980,7403,2.0,0,0,3,7,1980,1988,0,1980,7510,0,1,0,0,0
424069018,998000,3.75,3710,34412,2.0,0,0,3,10,2910,1978,0,2390,34412,0,0,1,0,1
9547205180,696000,2.5,2300,3060,1.5,0,0,3,8,1510,1930,2002,1590,3264,0,0,1,1,0
5631500947,610000,3.0,2600,29539,1.0,0,0,3,8,2600,1994,0,1810,11600,1,1,0,1,0
1425059193,817500,3.5,3600,9312,2.0,0,3,3,10,2680,2005,0,3420,9860,0,1,1,0,1
567000775,449000,2.5,1460,1296,2.0,0,0,3,8,1160,2008,0,1460,1296,0,0,1,1,0
3904900610,475000,2.5,1630,7586,2.0,0,0,3,8,1630,1986,0,2090,7330,0,0,0,0,1
3649100346,322968,1.75,1890,9600,1.0,0,0,4,7,1890,1960,0,2350,5308,1,1,0,1,0
1624049228,325000,1.0,2410,6975,1.0,0,0,3,7,1510,1957,0,1880,6255,1,1,1,1,0
1559900080,289200,2.25,1760,7023,2.0,0,0,3,7,1760,1995,0,1760,7082,1,0,0,0,1
2919702040,599000,2.75,2820,4608,1.0,0,0,3,7,1450,1967,0,1620,3840,0,1,1,1,0
4013800206,199000,1.0,1220,11730,1.0,0,0,4,7,1220,1960,0,1270,9520,0,1,0,0,0
1025039292,1337500,2.5,2900,21074,2.0,0,0,3,11,2900,1986,0,3390,20000,1,1,0,1,0
2771604640,700000,1.5,2470,6000,1.5,0,0,3,7,1480,1940,0,2140,4000,1,1,1,1,0
7203600550,325000,1.0,1060,5703,1.0,0,2,4,6,1060,1946,0,2240,4416,0,0,0,0,0
1545802830,258500,2.0,1460,7930,1.0,0,0,3,7,1460,1989,0,1630,7930,1,0,0,0,0
3303910010,540000,2.5,1950,13227,2.0,0,0,4,9,1950,1978,0,2650,12943,1,0,0,1,0
8617000060,711600,3.0,3580,9316,2.5,0,0,3,10,2370,1991,0,2580,9242,0,1,1,0,1
7889600190,229000,1.0,1590,6240,1.0,0,0,3,7,1060,1956,0,1410,6240,1,0,1,1,0
3325069064,1052000,1.0,1860,44431,1.0,0,0,4,6,1860,1947,0,2000,44431,1,0,0,0,1
6300000337,550000,2.0,2450,9488,1.0,0,0,4,7,1240,1900,1955,1310,5693,0,1,1,1,0
1172000150,238000,1.0,530,6350,1.0,0,0,5,5,530,1941,0,1200,6350,0,0,0,1,0
3348401319,372500,3.0,2480,10090,1.0,0,0,3,7,1300,2004,0,2290,9900,0,1,1,0,0
4188000490,900000,2.5,3620,42580,2.0,0,0,3,10,3620,1984,0,2950,33167,0,1,0,0,1
7779200355,950000,3.0,3610,17483,2.0,0,2,4,8,3610,1954,0,2230,12600,1,0,0,1,0
8029900110,430000,2.5,3000,9460,2.0,0,0,3,9,3000,2001,0,3000,8450,1,1,0,0,0
4060000290,253000,1.5,880,6600,1.0,0,0,5,6,880,1945,0,1020,6600,0,0,0,0,0
9475710040,291375,2.5,2220,6233,2.0,0,0,3,7,2220,2001,0,2220,5352,0,1,0,0,0
798000535,308000,1.0,1640,18144,1.5,0,0,3,6,1640,1942,0,1500,9065,0,0,0,1,0
6415100410,440000,1.75,2240,8153,1.0,0,0,3,7,1120,1948,0,1710,8100,0,0,1,1,0
4299700095,254000,2.0,1510,4235,1.0,0,0,3,7,1510,1955,0,1510,4268,0,1,0,1,0
6117500955,445500,1.5,2210,10497,1.0,0,0,4,8,1650,1953,0,1840,12697,1,1,1,0,0
2421039075,195000,1.75,1190,14777,1.0,0,0,4,7,1190,1965,0,2240,8325,1,0,0,0,0
3362401935,549000,1.75,1290,3060,2.0,0,0,4,7,1290,1906,0,1510,4080,0,1,0,1,0
1545800205,324900,2.5,1880,7965,2.0,0,0,3,7,1880,2000,0,1570,7584,0,1,0,0,0
7645900235,880000,2.5,2640,3680,2.0,0,0,5,8,1760,1922,0,1960,3680,0,1,1,1,0
4141000060,1227500,2.5,3180,10319,2.0,0,0,4,11,3180,1986,0,3130,12120,1,1,0,1,0
9485800050,680000,2.5,1610,8064,1.0,0,2,4,7,1160,1981,0,2260,8328,1,0,1,1,0
2436700280,840000,1.75,2330,4000,2.0,0,0,5,8,1300,1924,0,2040,4000,0,1,1,1,0
7335400400,176250,2.0,1440,6702,1.0,0,0,4,7,1440,1966,0,1030,6702,1,1,0,0,0
9294300495,810000,2.25,2020,5600,1.0,0,2,4,8,1210,1961,0,2660,6050,1,1,1,1,0
6649300190,407500,2.0,2740,8230,1.5,0,0,3,7,2210,1962,0,2130,8232,0,1,1,1,0
7950303270,585000,1.0,1110,6000,1.0,0,0,3,7,1010,1951,0,1410,3500,1,0,1,1,0
2391601010,425000,1.0,1240,5750,1.0,0,0,4,6,1240,1948,0,1240,5750,0,0,0,1,0
8129700728,660000,2.5,1780,1729,2.0,0,0,3,8,1080,2008,0,1780,1741,1,0,1,1,0
7871500685,613000,2.0,1170,1890,1.5,0,1,4,8,1170,1927,0,2160,4000,0,0,0,1,0
1498304065,496752,1.0,1980,5000,1.0,0,0,4,7,1090,1923,0,1720,5000,0,0,1,1,0
3862710010,424950,2.5,1650,4777,2.0,0,0,3,8,1650,2013,0,1800,3331,1,0,0,0,1
9209900335,463000,1.0,1150,4400,1.0,0,0,4,7,1150,1905,0,1240,4400,0,0,0,1,0
952006857,370000,2.5,1070,1219,2.0,0,0,3,7,720,2004,0,1070,1254,1,0,1,1,0
2322069168,630000,2.5,2680,327135,2.0,0,0,3,8,2680,1995,0,2020,60080,0,0,0,0,0
1775801090,465000,2.25,1820,20349,1.0,0,0,5,8,1340,1977,0,1270,12800,0,1,1,0,1
5700002165,513000,1.0,1840,4322,1.0,0,0,4,7,1160,1914,0,1750,4322,1,0,1,1,0
4029400080,383000,2.5,1850,8310,1.0,0,0,3,7,1200,1962,0,1840,10080,1,1,1,1,0
7796100080,925000,2.25,2260,41984,1.0,0,0,4,9,2260,1967,0,2650,37318,0,1,0,1,0
9279700150,1625000,3.75,4410,8112,3.0,0,4,3,11,3570,2003,0,2770,5750,1,1,1,1,0
3876200060,382500,1.75,1560,8700,1.0,0,0,4,7,1560,1967,0,2080,8000,0,1,0,1,0
2934800025,353750,2.0,1710,7490,2.0,0,0,3,7,1320,1956,0,1880,7704,1,1,1,0,0
9359100101,1370000,2.25,3510,13843,1.0,0,2,3,8,1850,1959,0,2680,8750,1,1,1,1,0
3330500335,325000,1.0,1010,6180,1.0,0,0,3,6,1010,1903,0,1560,6180,1,0,0,1,0
4027700466,340500,1.0,1770,12458,1.0,0,0,3,7,1770,1957,0,2000,8225,1,0,0,1,0
3204800430,415000,1.75,1920,7700,2.0,0,0,4,7,1920,1970,0,1310,7700,0,1,0,0,0
5415350770,747500,2.5,2810,11902,2.0,0,0,4,9,2810,1993,0,2990,10754,0,1,0,0,1
1443550020,570000,2.5,2640,11816,2.0,0,0,3,8,2640,1999,0,2400,11816,1,1,0,0,1
2810600022,335000,1.75,1060,1202,2.0,0,0,3,7,760,2003,0,1060,1493,0,0,1,1,0
1238500281,539000,1.0,1700,11727,1.5,0,0,4,7,1700,1954,0,1740,8212,1,1,0,1,0
2591020140,475000,2.5,1460,4961,1.0,0,0,4,8,1150,1988,0,1550,5449,1,0,1,1,0
7137900960,235000,2.0,1570,9415,2.0,0,0,4,7,1570,1984,0,1550,8978,0,1,0,0,0
1328340630,330490,2.75,1440,7350,1.0,0,0,4,7,1040,1980,0,1510,7350,1,0,1,0,0
3529200190,325000,2.5,2220,6049,2.0,0,0,4,8,2220,1990,0,1980,7226,0,0,0,0,0
1624049291,557500,3.5,3350,5025,2.0,0,2,3,8,2670,2014,0,2030,5117,0,0,1,1,0
4083301120,705000,1.0,1440,2618,1.5,0,0,4,7,1440,1906,0,1850,3990,1,0,0,1,0
1873100060,693000,2.5,2460,4425,2.0,0,0,3,8,2460,2006,0,2990,5659,0,1,0,0,1
1773101159,250000,2.25,1050,572,2.0,0,0,3,7,740,2006,0,1260,1062,1,0,1,1,0
7214700350,521000,1.75,2020,36400,1.0,0,0,4,8,1550,1976,0,2520,38255,1,1,1,0,1
3856902250,593500,1.0,1370,4000,2.0,0,0,4,8,1370,1918,0,1370,4000,1,0,0,1,0
7169500130,495000,2.25,1460,1623,2.0,0,0,3,8,1260,2005,0,1460,1137,1,0,1,1,0
4038300010,390000,1.5,1180,7700,1.0,0,0,4,7,1180,1959,0,1510,8800,0,0,0,0,1
9578500810,418000,3.25,3266,5969,2.0,0,0,3,8,3266,2014,0,3087,5169,1,1,0,0,0
3345100184,443950,1.75,2000,36000,1.0,0,0,3,6,2000,1946,1995,2100,9681,1,0,0,0,0
452001860,503000,2.0,1260,2500,1.0,0,0,4,7,750,1987,0,1710,5000,1,0,1,1,0
7905200037,515000,1.75,1810,5733,1.0,0,0,4,7,1010,1926,0,1260,4680,1,0,1,1,0
9376301110,518000,2.5,1680,2096,2.0,0,0,3,8,1380,2008,0,1360,2096,0,0,1,1,0
873900240,256000,2.5,2050,5787,2.0,0,0,3,7,2050,2002,0,2030,6615,0,1,0,0,0
7227500910,139000,1.0,690,5280,1.0,0,0,4,5,690,1942,0,1140,4860,0,0,0,0,0
2392100090,550000,1.75,1570,6500,1.0,0,0,3,7,920,1948,0,1570,5750,1,0,1,1,0
3221079050,465000,2.5,1920,144619,1.0,0,0,3,8,1920,2014,0,2010,48787,1,0,0,0,0
4307320280,340000,2.5,2160,5455,2.0,0,0,3,7,2160,2003,0,2160,5257,0,1,0,0,0
3211270170,404000,3.0,4060,35621,1.0,0,0,3,9,2030,1989,0,2950,35259,0,1,1,0,0
726059483,660000,3.5,3160,5175,2.0,0,0,3,9,3160,2014,0,2100,9351,1,1,0,1,0
424049043,450000,7.5,4050,6504,2.0,0,0,3,7,4050,1996,0,1448,3866,0,1,0,1,0
6865200140,485000,1.0,1600,4300,1.5,0,0,4,7,1600,1916,0,1610,4300,0,1,0,1,0
1155640050,430000,1.75,1710,7724,1.0,0,0,3,8,1710,1983,0,1940,7724,0,1,0,1,0
4139430250,1436000,3.5,4970,16582,2.0,0,3,4,11,3930,1992,0,3580,13335,1,1,1,0,1
818500100,174500,2.5,1240,2689,2.0,0,0,3,7,1240,1986,0,1430,3609,0,0,0,0,0
7999600180,83000,1.0,900,8580,1.0,0,0,3,5,900,1918,0,2060,6533,0,0,0,0,0
4099501215,713250,2.0,2050,9000,1.0,0,0,4,7,2050,1951,0,2910,8856,0,0,0,1,0
4046700140,340000,1.75,1680,15084,1.0,0,0,4,7,840,1979,0,1800,15092,0,1,1,0,1
8857600490,201500,1.0,1160,8320,1.0,0,0,4,7,1160,1959,0,1480,7800,0,0,0,0,0
8677900120,530000,2.75,2100,20150,1.0,0,0,4,7,2100,1955,0,2100,15500,1,0,0,1,0
5379805253,240000,1.0,870,8400,1.0,0,0,3,7,870,1960,0,1070,12465,1,0,0,0,0
9211510410,270000,1.75,1610,6205,1.0,0,0,4,7,1210,1979,0,1780,8056,1,0,1,0,0
2337000150,230000,1.5,1900,9630,1.0,0,0,3,8,1900,1967,0,2010,9630,1,0,0,0,0
1423049029,265000,1.75,1970,8390,1.0,0,0,3,7,1140,1955,0,1710,10890,1,1,1,0,0
4036800580,418000,1.5,1550,9176,1.0,0,0,3,7,1000,1956,0,1730,8539,0,1,1,0,1
3942900010,380000,2.0,1710,9996,1.0,0,0,3,7,1710,1950,0,1550,6768,1,1,0,1,0
3438502715,385000,3.0,2090,5102,1.0,0,0,3,7,1350,1994,0,2090,5102,0,1,1,1,0
7625702441,377500,2.5,1350,886,3.0,0,0,3,8,1270,2006,0,1350,886,0,0,1,1,0
3905100610,517500,2.5,1520,3370,2.0,0,0,3,8,1520,1994,0,1860,4486,1,1,0,0,1
2218000335,530000,1.75,1320,2500,1.0,0,0,3,7,870,1918,0,1580,2750,0,0,1,1,0
3034200516,547000,1.0,1370,10038,1.5,0,0,4,7,1370,1922,0,1610,8822,1,0,0,1,0
8024200625,414500,1.0,1050,6002,1.0,0,0,3,7,840,1941,0,1180,6003,1,0,1,1,0
8564500020,322000,1.0,960,10181,1.0,0,0,3,7,960,1961,0,1740,10194,1,0,0,1,0
9550202700,460000,1.75,1390,4160,1.0,0,0,5,6,790,1916,0,1090,4160,1,0,1,1,0
7518508625,900000,1.0,1560,3825,1.5,0,0,3,8,1390,1930,0,1700,5100,1,0,1,1,0
1822350070,455000,1.5,1380,6657,2.0,0,0,3,7,1380,1986,0,1420,8187,1,0,0,1,0
8921000040,804100,2.5,3070,8086,2.0,0,0,3,10,3070,2005,0,3320,10738,0,1,0,0,1
6648150090,1195000,4.0,4050,9517,2.0,0,0,3,11,3360,1990,0,3330,9436,1,1,1,1,0
2402100675,645000,3.75,2050,6000,2.0,0,0,5,7,1550,1910,0,1780,4000,1,0,1,1,0
42000127,406500,1.5,1970,10080,1.0,0,0,3,7,1970,1966,0,2240,10080,1,0,0,0,0
5100401160,548800,1.0,1660,4704,1.5,0,0,3,7,1260,1930,0,1360,5413,0,1,1,1,0
7347600507,235000,1.75,1450,8891,1.5,0,0,3,7,1180,1962,0,1450,9013,0,1,1,0,0
1839910300,299950,1.0,1030,9916,1.0,0,0,4,7,1030,1972,0,1470,9044,1,0,0,1,0
1250201550,735000,2.0,1610,3600,2.0,0,2,5,8,1610,1925,0,2540,6600,0,0,0,1,0
9460000010,285000,1.75,1990,6500,1.0,0,0,3,7,1090,1961,0,2150,6500,1,0,1,0,0
3356402232,179900,1.75,1230,12000,1.0,0,0,3,6,1230,1970,0,1550,12000,0,0,0,0,0
6819100150,677915,2.0,1740,3600,1.0,0,0,5,7,990,1923,0,1250,3600,0,0,1,1,0
8645501330,255000,1.5,1420,7480,1.0,0,0,4,7,1420,1963,0,1720,7700,1,0,0,0,0
1556200005,847000,1.0,2550,4623,2.5,0,0,4,9,2550,1905,0,1570,3875,0,1,0,1,0
40000228,221900,1.0,780,6727,1.0,0,0,3,6,780,1939,0,1860,10124,0,0,0,0,0
7300410010,340000,2.5,2690,6099,2.0,0,0,3,9,2690,1998,0,2520,6168,1,1,0,0,0
4299000030,354000,2.5,2900,4762,2.0,0,0,3,8,2900,2005,0,2900,5173,0,1,0,0,0
2629600016,625500,1.0,2160,7439,1.0,0,0,4,6,1300,1953,0,1680,7439,1,0,1,1,0
662310900,350000,2.5,2730,7372,2.0,0,0,3,9,2730,1998,0,2710,8343,1,0,0,0,0
1909600046,445838,2.5,2250,5692,2.0,0,0,3,8,2250,2000,0,1320,5390,0,0,0,1,0
7893207490,275000,1.0,1250,10744,1.0,0,0,3,6,1250,1942,0,1500,10710,1,0,0,0,0
2524049318,2000000,3.0,4260,18000,2.0,0,2,3,11,4260,2000,0,3540,17015,0,1,0,1,0
924069210,695000,2.5,2961,12146,2.0,0,0,3,9,2961,1998,0,2620,17749,0,1,0,0,1
1591600527,333500,1.5,2230,9120,1.0,0,0,3,7,1390,1959,0,1420,8450,1,0,1,1,0
98000060,1062500,4.0,5320,20041,2.0,0,0,3,11,5320,2003,0,4640,17268,0,1,0,0,1
6392002020,559000,1.75,1700,6500,1.0,0,0,3,8,1700,1967,0,1880,6000,1,0,0,1,0
2719100400,499950,1.75,1340,6250,1.0,0,0,4,7,1090,1941,0,1550,1755,0,0,1,1,0
8018600655,280000,3.0,2460,9606,1.0,0,0,3,8,2460,2012,0,1730,7500,1,1,0,0,0
2141500020,500000,2.5,2230,8560,2.0,0,0,3,8,2230,2002,0,2400,7756,1,1,0,0,0
3277801580,469950,2.0,1820,1357,3.0,0,0,3,9,1820,2014,0,1710,1372,1,0,0,1,0
7237500110,1208000,2.75,4250,10925,2.0,0,0,3,10,4250,2003,0,4650,11544,1,1,0,0,1
626100023,600000,2.75,2910,53898,1.0,0,0,5,7,1510,1979,0,3210,216928,0,1,1,0,1
4319200820,333000,1.0,950,5214,1.0,0,0,3,7,830,1944,0,1490,7636,1,0,1,1,0
1422029138,565000,2.5,2030,217805,1.0,0,0,3,9,2030,1999,0,1870,109468,0,0,0,0,0
9517200610,370000,1.75,1290,10117,1.0,0,0,3,7,1290,1984,0,1770,11839,1,0,0,0,1
7334600280,349900,1.75,1550,9230,1.0,0,0,3,6,970,1969,0,1550,10856,1,0,1,0,1
8820902400,498000,3.0,2360,2750,2.0,0,1,3,7,1780,1983,0,1970,5800,0,0,1,1,0
8944600060,541900,2.5,1880,3054,2.0,0,0,3,8,1880,1988,0,1840,3815,1,0,0,0,1
100100050,275000,1.0,1320,11090,1.0,0,0,3,7,1320,1955,0,1320,8319,1,0,0,1,0
8074200100,266000,1.5,1120,8250,1.0,0,0,4,7,1120,1957,0,1320,8400,0,0,0,0,0
1836980240,730000,2.75,2920,4500,2.0,0,0,3,9,2920,1999,0,2920,4505,0,1,0,0,1
6648500440,319000,2.25,2380,7400,1.0,0,0,4,8,1760,1979,0,1940,7400,1,1,1,0,0
9530100225,805000,2.0,1890,4500,1.5,0,0,3,7,1490,1907,1993,1640,4010,1,1,1,1,0
2883200875,680200,1.5,1960,6000,1.0,0,0,3,8,1210,1951,0,2060,6000,1,0,1,1,0
4218400175,1265000,1.75,2240,5657,1.5,0,2,4,8,1910,1941,0,2970,5657,1,0,1,1,0
1022069183,725000,2.5,3580,54450,1.5,0,0,3,9,3580,1990,0,3090,35943,0,0,0,0,0
6398000171,545000,2.0,2930,14057,1.0,0,2,4,8,1680,1980,0,2234,61011,0,0,1,0,0
5021900160,711000,1.75,1980,10800,1.0,0,0,5,6,990,1948,0,2180,10800,0,1,1,1,0
8078410250,546200,2.25,2090,8579,2.0,0,0,3,8,2090,1987,0,1850,8843,1,1,0,0,1
7972602490,220000,2.5,1760,10200,1.5,0,0,3,6,1760,1925,0,1370,7620,1,1,0,1,0
